_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3213380,324525751,23173748,0,2023-11-01T14:37:00,"6th Ave & Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,6,6,-79.99773447903236,40.441464422740395
3213381,324527202,23173746,6,2023-11-01T12:00:00,"2200 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,6,3,-79.9763280372264,40.445887292798275
3213382,324527216,23173722,0,2023-11-01T13:42:00,"2100 Block Spring St Pittsburgh, PA 15210",Y,Arlington,3,99,2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,1603,3,3,-79.97763407123789,40.41693496371103
3213383,324530270,23173770,10,2023-11-01T15:07:00,"Centre Ave & Commerce Ln Pittsburgh, PA 15206",N,East Liberty,5,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property,1115,8,2,-79.93255116881011,40.4577189238273
3213384,324530506,23173287,10,2023-10-31T17:59:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.99688178462712,40.43480407292362
3213385,324531317,23173735,10,2023-11-01T14:05:00,"300 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 607.03 Discharging Firearm or Airgun,3001,3,5,-79.98836277083815,40.41429746206476
3213386,324189203,23170800,99,2023-10-27T11:28:00,"Fort Pitt Blvd Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,6,6,-80.00773044344909,40.43927530527724
3213387,324172559,23170721,6,2023-10-27T09:00:00,"7100 Block Meade St Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1405,,,,
3213388,-3713010497,23170823,27,2023-10-27T12:12:00,"5000 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1515,5,3,-79.94368635339228,40.408550252190246
3213389,324282919,23172370,99,2023-10-30T00:11:00,"Sandusky St N & E North Ave Pittsburgh, PA 15212",Y,Central North Side,1,AIDED CASE,9497 Aided Case,2206,1,1,-80.00456842711857,40.45585086146511
3213390,324283031,23172362,99,2023-10-29T23:40:00,"Smithfield St Brg Pittsburgh, PA 15222",N,Central Business District,2,MENTAL 201/302,9498 302 (Mental),201,,,,
3213391,324286360,23172392,14,2023-10-30T00:45:00,"300 Block Suncrest St Pittsburgh, PA 15210",N,Knoxville,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 901 Criminal Attempt,3001,3,5,-79.99322594236644,40.41056014142879
3213392,324287292,23172412,6,2023-10-30T00:45:00,"300 Block Suncrest St Pittsburgh, PA 15210",N,Knoxville,3,THEFT FROM AUTO,3934 Theft from Vehicle,3001,3,5,-79.99322594236644,40.41056014142879
3213393,324532781,23173791,10,2023-10-27T19:30:00,"1200 Block Chislett St Pittsburgh, PA 15206",Y,Morningside,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1014,7,2,-79.92818825562415,40.47953984066514
3213394,324533095,23173836,27,2023-10-31T23:05:00,"Saw Mill Run Blvd & Parkfield St Pittsburgh, PA 15210",N,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,,,,
3213395,324536085,23173820,27,2023-10-30T12:30:00,"100 Block Bakery Square Blvd Pittsburgh, PA 15205",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1201,9,2,-79.91538909932632,40.456123401954606
3213396,324536269,23173840,99,2023-11-01T17:15:00,"2700 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1414,5,3,-79.91690148923836,40.42600201725089
3213397,324540047,23173787,99,2023-11-01T16:00:00,"200 Block Lothrop St Pittsburgh, PA 15213",Y,West Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,402,8,3,-79.96092869752826,40.442247023078565
3213398,324549879,23173970,27,2023-11-01T21:00:00,"S 25th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1609,3,3,-79.96980931293,40.42784721481657
3213399,324553276,23173909,0,2023-11-01T19:02:00,"3800 Block 2nd Ave Pittsburgh, PA 15207",Y,South Oakland,4,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 6106 Firearms not to be Carried without a License. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 4703 Operation of Vehicle without Official Certif. of Inspection / 4303 General Lighting Requirements. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid / 3736 Reckless Driving / 3703 Driving Upon Sidewalk. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 3802(a)(1) DUI - General Impairment / 3714 Careless Driving,409,,,,
3213400,324582789,23174204,14,2023-11-01T16:00:00,"1500 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill North,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1403,8,3,-79.91754331729838,40.44206648248047
3213401,324587381,23174227,6,2023-11-02T11:20:00,"1600 Block Waterfront Pl Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,,,,
3213402,324591261,23174166,11,2023-11-02T09:11:00,"5600 Block Baum Blvd Pittsburgh, PA 15206",N,Friendship,5,CREDIT CARDS,4106 Access Device Fraud,807,,,,
3213403,324149729,23054137,99,2023-10-27T04:00:00,"900 Block Woodlow St Pittsburgh, PA 15220",Y,Crafton Heights,6,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2814,,,,
3213404,324279554,23172346,6,2023-10-29T22:49:00,"1600 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1920,4,5,-80.0239689958174,40.41048730245141
3213405,324281024,23172357,14,2023-10-29T23:47:00,"3000 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,CRIM MISCHIEF,3304 Criminal Mischief.,1918,4,5,-80.02853294341092,40.39455201970872
3213406,324283623,23172192,27,2023-10-29T17:56:00,"Bausman St & Saw Mill Run Blvd Pittsburgh, PA 15226",N,Bon Air,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3714 Careless Driving,1806,4,5,-80.00607064470294,40.41107707940415
3213407,324302968,23172447,18,2023-10-30T06:00:00,"7400 Block Tioga St Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1303,9,2,-79.89474536678411,40.4531251863429
3213408,324329573,23172577,10,2023-10-30T11:52:00,"300 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99988451131611,40.43824823859988
3213409,324340608,23172623,0,2023-10-30T13:19:00,"6800 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,99,9994 PFA Service,1405,9,2,-79.90833513853711,40.4546578651435
3213410,324348842,23172652,14,2023-10-30T07:00:00,"50 Block Greenbush St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1914,2,5,-80.0082256676869,40.42766196846956
3213411,324296083,23172440,10,2023-10-30T05:29:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,305,6,3,-79.97998240539275,40.44358891030736
3213412,-3646541430,23172539,6,2023-10-30T05:12:00,"400 Block Belonda St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1914,2,5,-80.0126606197163,40.429241512421946
3213413,324355587,23172666,6,2023-10-30T16:40:00,"200 Block 4th Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-79.88534154462992,40.38846890032874
3213414,324360379,23172677,99,2023-10-30T16:11:00,"1400 Block Benton Ave Pittsburgh, PA 15212",N,Brighton Heights,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2701,1,1,-80.0370203138271,40.48435193508315
3213415,324595581,23174267,14,2023-11-02T12:15:00,"1400 Block Westmoreland St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1202,9,2,-79.89441736198593,40.46808246212377
3213416,324595866,23174274,6,2023-11-02T12:00:00,"2400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97086068651069,40.42788269881993
3213417,324603810,23174319,99,2023-11-02T14:24:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,AIDED CASE,9497 Aided Case,2507,6,1,-80.01656850562077,40.45687440924445
3213418,324605498,23174207,6,2023-11-02T10:30:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3213419,324611200,23143398,10,2023-11-02T16:50:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Lawrenceville,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,201,6,6,-79.99688178462712,40.43480407292362
3213420,324612911,23174328,99,2023-11-02T14:46:00,"300 Block Meredith St Pittsburgh, PA 15210",N,Carrick,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2902,4,3,-79.98299448070195,40.397769775792355
3213421,324614018,23172443,29,2023-10-30T05:39:00,"800 Block N Lang Ave Pittsburgh, PA 15208",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1303,9,2,-79.89887584415702,40.45700286801745
3213422,324616372,23174427,10,2023-11-02T18:05:00,"4500 Block Browns Hill Rd Pittsburgh, PA 15217",Y,Hazelwood,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1515,5,3,-79.92593904344548,40.41760695776521
3213423,324241887,23171586,18,2023-10-28T19:00:00,"Mc Kinley St & Grogan Ave Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,3001,3,5,-79.99372526725274,40.40917722165776
3213424,324370838,23172861,0,2023-10-30T23:15:00,"1800 Block Davis Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,9994 PFA Service,2701,1,1,-80.0418455028157,40.47989913355437
3213425,324427167,23173122,99,2023-10-31T12:19:00,"1500 Block Reedsdale St Pittsburgh, PA 15233",Y,Chateau,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2108,6,1,-80.02753315880543,40.449910195343605
3213426,324447638,23173254,29,2023-10-31T17:08:00,"900 Block Woodlow St Pittsburgh, PA 15205",N,Crafton Heights,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2814,2,5,-80.05235068795939,40.44581914329684
3213427,324450425,23173288,27,2023-10-31T18:05:00,"Baum Blvd & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department,507,6,3,-79.95333726290204,40.454001660633956
3213428,324452310,23173343,99,2023-10-31T19:45:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,-80.05815333640635,40.504457377253146
3213429,324202315,23170961,10,2023-10-27T17:55:00,"900 Block Cherokee St Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT,2701 Simple Assault.,506,6,3,-79.95835490163549,40.45065736431898
3213430,324204813,23171064,0,2023-10-27T20:00:00,"1100 Block Harvard Cir Pittsburgh, PA 15212",N,Brighton Heights,1,99,9999 9999 - (Misc. Incident): ,2708,1,1,-80.03144571999448,40.48449753142675
3213431,324208595,23171107,10,2023-10-27T21:08:00,"4100 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,901,7,2,-79.96110564832222,40.469425810563976
3213432,324209374,23171125,23,2023-10-27T21:42:00,"Virgin Way & Nash St Pittsburgh, PA 15212",Y,East Allegheny,1,PUBLIC DRUNKENESS,5505 Public Drunkenness,2304,1,1,-79.99814375640419,40.45361042435274
3213433,324213772,23171251,10,2023-10-28T01:20:00,"46th St & Davison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment. / 5503 Disorderly Conduct. / 2707 Propulsion of Missiles ,902,7,2,-79.95649197937128,40.471157914851936
3213434,324420112,23173041,18,2023-10-31T10:05:00,"Kilday Way & E Lockhart St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,2304,1,1,-79.99972387541392,40.45246142290711
3213435,324421721,23173091,17,2023-10-31T11:45:00,Zone 6,N,,6,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
3213436,324421758,23173104,6,2023-10-31T02:21:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2704,1,1,-80.02572602127425,40.4663049746871
3213437,324425650,23173060,18,2023-10-31T10:35:00,"Avery St & Nash St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3323 Stop Signs and Yield Signs.,2304,1,1,-79.99805764567533,40.4533457534354
3213438,324443590,23173247,99,2023-10-31T16:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3213439,324450792,23173306,6,2023-10-30T09:00:00,"4100 Block Willow St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,7,2,-79.96411365905745,40.47152044786417
3213440,324454203,23173363,6,2023-10-31T20:24:00,"3400 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,405,3,3,-79.9609006805401,40.43841907083526
3213441,324495052,23173652,99,2023-11-01T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,PROSTITUTION INVESTIGATION,9126 Prostitution Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3213442,324620600,23174472,99,2023-11-02T19:27:00,"2400 Block Edgar St Pittsburgh, PA 15210",N,Carrick,3,MENTAL 201/302,9498 302 (Mental),2904,4,3,-79.98379397739455,40.386345927842754
3213443,324621923,23172127,27,2023-10-30T14:15:00,"Mifflin Rd & Lebanon Rd Pittsburgh, PA 15207",N,Hays,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3101,5,3,-79.92552142980811,40.37959663283788
3213444,324625916,23174573,14,2023-11-02T06:55:00,"300 Block S Aiken Ave Pittsburgh, PA 15224",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9489 Found Property,806,7,2,-79.93792684876074,40.46178571272699
3213445,324626374,23174533,99,2023-11-02T22:30:00,"1000 Block Constance St Pittsburgh, PA 15212",Y,East Allegheny,1,AIDED CASE,9497 Aided Case,2304,1,1,-79.99422286225301,40.457208654282304
3213446,324673499,23174924,6,2023-11-03T14:05:00,"Bartlett St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,5,3,-79.92288249885301,40.436029464735604
3213447,-3669000594,23173528,29,2023-11-01T04:33:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1016,9,2,-79.93738799846847,40.471784234564026
3213448,324463569,23173529,99,2023-11-01T04:42:00,"2300 Block Eccles St Pittsburgh, PA 15210",Y,South Side Slopes,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1608,3,3,-79.97426348624072,40.418144117718036
3213449,-3708000737,23173824,14,2023-11-01T11:15:00,"4300 Block Frank St Pittsburgh, PA 15217",N,Greenfield,4,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1517,5,3,-79.93369734352787,40.42104938923241
3213450,324501380,23173637,99,2023-11-01T11:15:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1918,,,,
3213451,324536274,23173841,10,2023-11-01T17:15:00,"2100 Block White Hill Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT,2709(a) Harassment.,509,,,,
3213452,324651157,23174768,6,2023-11-03T10:00:00,"1500 Block Fallowfield Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1916,4,5,-80.02417989980968,40.41286578732425
3213453,324652949,23174776,10,2023-11-03T10:14:00,"900 Block Reservoir Dr Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific) / 3361  Driving Vehicle at Safe Speed.,1106,,,,
3213454,324654911,23174838,6,2023-11-03T10:30:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.96910613356309,40.426323038597566
3213455,324665820,23174880,6,2023-11-03T13:18:00,"200 Block Rinne St Pittsburgh, PA 15210",N,Arlington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1603,1,1,-79.99361351005419,40.46659027664096
3213456,324674125,23174919,5,2023-11-02T07:00:00,"7400 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,BURGLARY,3502 Burglary.,1301,9,2,-79.89074488768188,40.45900099766822
3213457,324674899,23174941,6,2023-11-02T00:01:00,"100 Block Blakey Ct Pittsburgh, PA 15213",N,Terrace Village,2,THEFT FROM AUTO,3934 Theft from Vehicle,510,,,,
3213458,324676249,23174956,10,2023-11-02T20:24:00,"2400 Block Whited St Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT,2710 Ethnic Intimidation. / 2709 Harassment (Non-Specific),3206,4,5,-80.01260188420852,40.39459271383826
3213459,324676259,23174933,0,2023-11-03T15:00:00,"500 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9093 Indirect Criminal Contempt,1113,8,2,-79.92494548024085,40.453010595276815
3213460,324677877,23174984,11,2023-11-02T16:00:00,"2700 Block Queensboro Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT BY DECEPTION,3922 Theft by Deception.,1918,4,5,-80.01881798945931,40.39038630875168
3213461,324685410,23175075,27,2023-11-03T19:15:00,"300 Block Marlow St Pittsburgh, PA 15220",N,Elliott,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2020,,,,
3213462,324688506,23175137,13,2023-11-03T21:21:00,"Frankstown Ave & Neuman Way Pittsburgh, PA 15221",Y,Homewood North,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,1301,9,2,-79.88753701236806,40.45540749697775
3213463,324690146,23175187,18,2023-11-03T23:49:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,1702,3,3,-79.98331001737412,40.42869280365664
3213464,324692058,23175234,23,2023-11-04T01:57:00,"1600 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503(b.1) Criminal Trespass - Simple Trespasser,1702,3,3,-79.9826498409866,40.42875471441499
3213465,324694345,23175240,10,2023-11-04T04:05:00,"100 Block Lytton Ave Pittsburgh, PA 15213",Y,North Oakland,4,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,403,8,3,-79.95463310157697,40.44610062015834
3213466,324553261,23173924,8,2023-11-01T19:38:00,"700 Block Ceres Way Pittsburgh, PA 15210",Y,Allentown,3,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1803,3,5,-79.99581622789141,40.42324403505897
3213467,324559821,23174090,99,2023-11-02T04:08:00,"1000 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99489375503558,40.444227441414384
